the_geom,cartodb_id,fountain_ty,collection,system,featuresta,parentid,gispropnum,objectid,department,painted,gisobjid,signname,position,fountain_co,borough,descriptio,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E6100000D5874C3FDC7952C0C38B011490734440,683,A,1899-11-30 00:00:00+00,X152-DF0474,Active,X152,X152,3086,X-08,,100040404,Vinmont Veteran Park,,1,X,A,661,46,539.21347767
0101000020E6100000B1993EDB1A7C52C0502D0B7A9C684440,684,C,2018-05-09 00:00:00+00,M160-DF0542,Active,M160,M160,2791,M-10,yes,100040123,Fred Samuel Playground,"Under Tree, In Playground, Near Ballfield",1,M,"C, Under Tree, In Playground, Near Ballfield",662,1484,35.53963233
0101000020E6100000D6337A628B7052C0B0347298B14C4440,685,Bottle Filler High Low,2018-02-01 00:00:00+00,Q353-DF0202,Active,Q353,Q353,1053,Q-14,no,100038456,Grassmere Playground,Near Ballfield,2,Q,"Bottle Filler High Low, Near Ballfield",663,858,619.44678729
0101000020E61000007961317FFF7D52C0902BA2FC14654440,686,D,2018-03-26 00:00:00+00,M244-DF0338,Active,M244,M244,2531,M-07,yes,100039971,Sol Bloom Playground,"Under Tree, In Shade, Near Ballfield, In Playground",1,M,"D, Under Tree, In Shade, Near Ballfield, In Playground",664,1603,283.77053386
0101000020E61000006C24BD0BBC8052C068C53422D45B4440,687,Pedestal,2018-03-29 00:00:00+00,M308-DF0350,Active,M308,M308,2543,M-01,yes,100039945,Washington Market Park,Just Outside Playground,1,M,"Pedestal, Just Outside Playground",665,2374,83.5084867
0101000020E6100000A1376592BA7C52C03A0C9914EB544440,688,A,2018-01-22 00:00:00+00,B284-DF0314,Active,B284,B284,391,B-09,yes,100037773,Marc And Jason's Playground,"Near Ballfield, Out in Open",1,B,"A, Near Ballfield, Out in Open",666,2816,306.33223665
0101000020E610000065D42C542B7752C01483FF4CD25F4440,689,C,2018-01-30 00:00:00+00,Q026-DF0145,Active,Q026,Q026,942,Q-04,no,100038339,Park Of The Americas,Near Ballfield,1,Q,"C, Near Ballfield",667,164,113.29586833
0101000020E610000089D4881C8A8752C0B09D20C178504440,690,A,2018-02-13 00:00:00+00,R105-DF0128,Active,R105,R105,1805,R-01,yes,100039214,Prall Playground,Near Ballfield,1,R,"A, Near Ballfield",668,2934,321.84243758
0101000020E6100000C005CFE3FF8052C0A9AE31CFCA5A4440,691,Other,2018-02-27 00:00:00+00,-DF0203,Active,,,2247,M-01,yes,,Battery Park City Parks,"In Shade, Near Ballfield, Just Outside Playground",1,M,"Other, In Shade, Near Ballfield, Just Outside Playground",669,1043,277.96013006
0101000020E6100000D65B0016328052C02220F2F933564440,692,C,2018-01-12 00:00:00+00,B126-DF0049,Active,B126,B126,59,B-06,no,100037465,Red Hook Recreation Area,In Playground,1,B,"C, In Playground",670,3003,291.37163851
0101000020E6100000C09190BF347752C046369F7856554440,693,C,2018-01-12 00:00:00+00,B309-DF0052,Active,B309,B309,62,B-05,no,100037483,Pink Playground,In Playground,1,B,"C, In Playground",671,339,145.18000969
0101000020E61000000AFB988EFA7852C0A330D875375E4440,694,A,2018-02-02 00:00:00+00,Q434-DF0384,Active,Q434,Q434,1262,Q-02,no,100038631,Long Island Mews,Under Tree,1,Q,"A, Under Tree",672,1240,303.49496143
0101000020E610000052B1AAD2AE8052C0A877500DA5504440,695,E Wheelchair,2018-02-15 00:00:00+00,B052-DF0761,Active,B052,B052,1896,B-10,no,100039219,Leif Ericson Park,Under Tree,1,B,"E Wheelchair, Under Tree",673,2023,533.68928875
0101000020E6100000EF02F698A67952C03C567653E76F4440,696,A,2018-02-28 00:00:00+00,X038-DF0410,Active,X038,X038,2269,X-08,yes,100039627,Washington's Walk,Out in Open,1,X,"A, Out in Open",674,371,143.82626592
0101000020E6100000525B3FFBE37C52C06F2F7A4458694440,697,D,2018-04-23 00:00:00+00,M041-DF0495,Active,M041,M041,2692,M-09,no,100040009,Alexander Hamilton Playground,"Under Tree, In Playground, Near Ballfield",1,M,"D, Under Tree, In Playground, Near Ballfield",675,2416,140.89127147
0101000020E6100000791ECBBAD88152C04B5DA6FEB74E4440,698,A,2018-02-12 00:00:00+00,B210W-DF0706,Active,B210W,B210W,1717,B-10,no,100039096,John J Carty Park,In Playground,1,B,"A, In Playground",676,956,720.10392161
0101000020E6100000BFA73B92027B52C0D6BAE5CB4A544440,699,C,2018-05-30 00:00:00+00,B304-DF0898,Active,B304,B304,2918,B-17,,100040356,Kennedy King Playground,In Playground,1,B,"C, In Playground",677,2524,677.88080955
0101000020E610000031B051825B7D52C046F8D68764644440,700,Other,2018-06-01 00:00:00+00,M010-DF0633,Active,M010,M010,2968,M-13,no,100040313,Central Park,Out in Open,1,M,"Other, Out in Open",678,810,542.00477342
0101000020E6100000194B19172A7052C06D42B6E7EC4B4440,701,A,2018-02-02 00:00:00+00,Q162I-DF0357,Active,Q162I,Q162I,1235,Q-14,no,100038611,Park,Out in Open,1,Q,"A, Out in Open",679,2534,341.63422932
0101000020E61000009F6471491B7D52C026F36FB254574440,702,C,2018-01-22 00:00:00+00,B237-DF0312,Active,B237,B237,388,B-03,yes,100037788,John Hancock Playground,In Playground,1,B,"C, In Playground",680,3069,213.5460213
0101000020E610000030E200F3CE7D52C0052A134ED9574440,703,D,2018-02-12 00:00:00+00,B301-DF0711,Active,B301,B301,1725,B-02,no,100039094,Greene Playground,In Playground,1,B,"D, In Playground",681,546,416.05003553
0101000020E61000008269E1B1607D52C0F62484743F574440,704,E Wheelchair,2018-02-12 00:00:00+00,B102-DF0707,Active,B102,B102,1721,B-02,yes,100039093,Crispus Attucks Playground,"Under Tree, Just Outside Playground",1,B,"E Wheelchair, Under Tree, Just Outside Playground",682,1922,259.05337505
0101000020E6100000A7584DB26F7C52C01DAC8EC7C05A4440,705,C,2018-01-26 00:00:00+00,B127-DF0461,Active,B127,B127,681,B-01,no,100038055,Martinez Playground,"Near Ballfield, Just Outside Playground",1,B,"C, Near Ballfield, Just Outside Playground",684,1143,75.27082979
0101000020E61000006A2C0334E97852C0716D02477A684440,706,C,2018-02-12 00:00:00+00,X260-DF0312,Active,X260,X260,1628,X-02,no,100039065,Julio Carballo Fields,Near Ballfield,1,X,"C, Near Ballfield",685,375,138.78118013
0101000020E610000044314206F47C52C01E6C790C18554440,707,D,2018-01-25 00:00:00+00,B121-DF0078,Active,B121,B121,88,B-09,no,100037492,Dodger Playground,In Playground,1,B,"D, In Playground",686,529,248.08446232
0101000020E6100000D6337A628B7052C0B0347298B14C4440,708,Bottle Filler High Low,2018-02-01 00:00:00+00,Q353-DF0202,Active,Q353,Q353,1053,Q-14,no,100038456,Grassmere Playground,Near Ballfield,2,Q,"Bottle Filler High Low, Near Ballfield",687,858,619.44678729
0101000020E61000004BE1AC27107D52C0A9EBC496F3524440,709,C,2018-01-20 00:00:00+00,B392-DF0276,Active,B392,B392,322,B-17,no,100037785,Lott Park,Out in Open,1,B,"C, Out in Open",688,2396,160.0064863
0101000020E6100000C686B296D27752C06D49672195604440,710,D,2018-02-19 00:00:00+00,Q122-DF0599,Active,Q122,Q122,2012,Q-03,no,100039445,Junction Playground,Out in Open,1,Q,"D, Out in Open",689,1146,153.45791396
0101000020E610000065D42C542B7752C01483FF4CD25F4440,711,C,2018-01-30 00:00:00+00,Q026-DF0145,Active,Q026,Q026,942,Q-04,no,100038339,Park Of The Americas,Near Ballfield,1,Q,"C, Near Ballfield",690,164,113.29586833
0101000020E61000000A30460A6E7D52C0A6D74C94F25A4440,712,D,2018-01-26 00:00:00+00,B167-DF0482,Active,B167,B167,710,B-01,no,100038115,La Guardia Playground,"In Playground, Under Tree",1,B,"D, In Playground, Under Tree",691,20,165.71936869
0101000020E6100000443E081F0C7B52C0B9A994D643624440,713,E Wheelchair Child,2018-06-05 00:00:00+00,Q436-DF0803,Active,Q436,Q436,2974,Q-01,yes,100040316,Athens Square,In Playground,2,Q,"E Wheelchair Child, In Playground",692,1258,140.98595575
0101000020E61000002D3F1A35F87F52C066A1302A46584440,714,CS Concrete,2018-01-20 00:00:00+00,B050-DF0264,Active,B050,B050,304,B-06,no,100037712,Van Voorhees Park,In Playground,1,B,"CS Concrete, In Playground",693,1895,199.74701966
0101000020E610000074E37DB4CF7952C0CA435FA0FB6A4440,715,C,2018-02-11 00:00:00+00,X222-DF0288,Active,X222,X222,1603,X-03,no,100039052,Gouverneur Playground,"Out in Open, Just Outside Playground",1,X,"C, Out in Open, Just Outside Playground",694,1425,277.12572905
0101000020E6100000F7AA0E6AD97B52C0A13A03CC97654440,716,Other,2018-04-05 00:00:00+00,M047-DF0405,Active,M047,M047,2598,M-11,yes,100039953,Thomas Jefferson Park,"In Playground, Near Ballfield",1,M,"Other, In Playground, Near Ballfield",695,2824,219.8080573
0101000020E6100000DAA9DF3E307C52C006807F2E6B6C4440,717,A,2018-03-01 00:00:00+00,M099-DF0229,Active,M099,M099,2329,M-12,yes,100039737,J. Hood Wright Park,Near Ballfield,1,M,"A, Near Ballfield",696,458,391.05746187
0101000020E6100000278B8D8AEA7952C0B2020D5F906E4440,718,C,2018-02-04 00:00:00+00,X013-DF0259,Active,X013,X013,1402,X-05,no,100038890,Devoe Park,"Out in Open, In Playground",1,X,"C, Out in Open, In Playground",697,882,473.84831833
0101000020E6100000F6F8BDE08A7A52C05A6445E0E6694440,719,A,2018-01-30 00:00:00+00,X219-DF0209,Active,X219,X219,952,X-04,yes,100038365,Arcilla Playground,"Under Tree, In Shade, In Playground",1,X,"A, Under Tree, In Shade, In Playground",698,2733,255.61150508
0101000020E61000001C4140C9467952C0E2F61E21DE564440,720,C,2018-01-13 00:00:00+00,B402-DF0073,Active,B402,B402,83,B-05,no,100037448,George Walker Jr. Park,In Playground,1,B,"C, In Playground",699,1090,446.68952757
0101000020E61000009E7359215D7A52C04F7F7AA895554440,721,C,2018-01-14 00:00:00+00,B362-DF0094,Active,B362,B362,104,B-16,yes,100037511,Chester Playground,Out in Open,1,B,"C, Out in Open",700,2298,316.8430695
0101000020E610000088865EF2408052C0A6A0A754645A4440,722,E Wheelchair Child,2018-03-25 00:00:00+00,M386-DF0334,Active,M386,M386,2527,M-01,yes,100039960,Imagination Playground,Out in Open,2,M,"E Wheelchair Child, Out in Open",701,903,140.85617918
0101000020E6100000290E16BDB68052C0757D2FF6C45B4440,723,Pedestal,2018-03-29 00:00:00+00,M308-DF0349,Active,M308,M308,2542,M-01,yes,100039922,Washington Market Park,"Under Tree, In Playground",1,M,"Pedestal, Under Tree, In Playground",702,1405,364.40023654
0101000020E61000002B67A33DAF7C52C027D569B99C5F4440,724,D,2018-01-26 00:00:00+00,Q141-DF0092,Active,Q141,Q141,682,Q-02,no,100038078,Murray Playground,"Under Tree, Out in Open",1,Q,"D, Under Tree, Out in Open",703,2274,799.75404225
0101000020E6100000DD84A636467C52C0045053B2D3544440,725,A,2018-01-22 00:00:00+00,B193-DF0293,Active,B193,B193,367,B-09,no,100037735,Hamilton Metz Field,Near Ballfield,1,B,"A, Near Ballfield",704,1840,345.89509331
0101000020E6100000EF02F698A67952C03C567653E76F4440,726,A,2018-02-28 00:00:00+00,X038-DF0410,Active,X038,X038,2269,X-08,yes,100039627,Washington's Walk,Out in Open,1,X,"A, Out in Open",705,371,143.82626592
0101000020E61000008354DA69ED7652C0C4B86479696E4440,727,D,2018-02-13 00:00:00+00,X157-DF0349,Active,X157,X157,1750,X-11,yes,100039161,Mazzei Playground,"Out in Open, Just Outside Playground",1,X,"D, Out in Open, Just Outside Playground",706,1983,327.45777928
0101000020E61000005E48D84B677C52C07D7F98AA41564440,728,D,2018-01-26 00:00:00+00,B012-DF0466,Active,B012,B012,692,B-08,yes,100037997,Brower Park,Out in Open,1,B,"D, Out in Open",707,963,597.79169629
0101000020E6100000C1253F72B77B52C0CA22BE79FC604440,729,Other,2018-01-25 00:00:00+00,Q218-DF0062,Active,Q218,Q218,651,Q-01,no,100038023,Dutch Kills Playground,In Playground,1,Q,"Other, In Playground",708,2651,537.05802812
0101000020E6100000A4B0A41E8D7A52C0E277FFFC676A4440,730,C,2018-01-30 00:00:00+00,X115-DF0208,Active,X115,X115,951,X-04,no,100038369,Mott Playground,"Under Tree, In Shade, In Playground",1,X,"C, Under Tree, In Shade, In Playground",709,1770,94.39862743
0101000020E61000007A9E6009087B52C02B78F071DE5E4440,731,F High Low,2018-01-26 00:00:00+00,Q044-DF0083,Active,Q044,Q044,672,Q-02,yes,100038090,L/CPL Thomas P. Noonan Jr. Playground,"Under Tree, Just Outside Playground",2,Q,"F High Low, Under Tree, Just Outside Playground",710,667,337.16912479
0101000020E610000081687E76AA7752C038596417405E4440,732,E Wheelchair,2018-02-21 00:00:00+00,Q041-DF0605,Active,Q041,Q041,2046,Q-04,,100039418,Newtown Playground,Just Outside Playground,1,Q,"E Wheelchair, Just Outside Playground",711,657,339.48458188
0101000020E610000000F25250087C52C074CAEB2904594440,733,D,2018-01-14 00:00:00+00,B430-DF0085,Active,B430,B430,95,B-03,no,100037447,Lewis Playground,In Playground,1,B,"D, In Playground",712,1738,294.32813826
0101000020E6100000324456423D7F52C01E557147A9574440,734,C,2018-01-19 00:00:00+00,B230-DF0247,Active,B230,B230,283,B-06,yes,100037621,Nicholas Naquan Heyward Jr. Park,In Playground,1,B,"C, In Playground",713,822,522.66645954
0101000020E610000063B5EF0E387852C009743706F4604440,735,D,2018-02-02 00:00:00+00,Q362-DF0351,Active,Q362,Q362,1229,Q-03,no,100038606,Playground Ninety,"Out in Open, In Playground",1,Q,"D, Out in Open, In Playground",714,2310,381.8323394
0101000020E61000004A968037C37352C0BE4AEC6B66654440,736,A,2018-01-25 00:00:00+00,Q343-DF0061,Active,Q343,Q343,650,Q-07,no,100037999,Whitestone Playground,"Under Tree, In Shade, Near Ballfield",1,Q,"A, Under Tree, In Shade, Near Ballfield",715,127,605.91009905
0101000020E610000096B45AEF427352C0FD1573545E564440,737,A,2018-02-03 00:00:00+00,Q220E-DF0452,Active,Q220E,Q220E,1360,Q-12,no,100038700,Playground One Forty,In Playground,1,Q,"A, In Playground",716,1409,292.9972738
0101000020E61000004E3D8DE9317F52C09DF799E70D5F4440,738,E Wheelchair Child,2018-02-20 00:00:00+00,M052-DF0103,Active,M052,M052,2041,M-05,yes,100039415,Madison Square Park,"Under Tree, In Playground",2,M,"E Wheelchair Child, Under Tree, In Playground",717,1435,581.22162551
0101000020E6100000356E10B95C7D52C0E458887DFC614440,739,E Wheelchair Child,2018-03-03 00:00:00+00,M079-DF0268,Active,M079,M079,2403,M-08,no,100039810,St. Catherine's Park,Under Tree,2,M,"E Wheelchair Child, Under Tree",718,2679,177.27661647
0101000020E610000073839530627952C0C22F680FE6694440,740,D,2018-01-31 00:00:00+00,X116-DF0215,Active,X116,X116,968,X-02,no,100038384,Rev J Polite Playground,Near Ballfield,1,X,"D, Near Ballfield",719,1804,259.71321618
0101000020E61000006BA7019F537E52C0FC0047001D644440,741,E Wheelchair,1899-11-30 00:00:00+00,M053-DF0004,Active,M053,M053,4,M-07,,100037398,Theodore Roosevelt Park,Under Tree,1,M,"E Wheelchair, Under Tree",720,2693,366.22413936
0101000020E6100000850B51C6A77F52C06D2F8677AA5B4440,742,E Wheelchair,2018-02-28 00:00:00+00,M105-DF0215,Active,M105,M105,2299,M-03,yes,100039619,Sara D. Roosevelt Park,"Under Tree, Near Ballfield",1,M,"E Wheelchair, Under Tree, Near Ballfield",721,1579,116.12162788
0101000020E610000027267F05EF7D52C03E5A2ABCD3624440,743,E Wheelchair Child,2018-06-21 00:00:00+00,M010-DF0663,Active,M010,M010,3099,M-13,yes,100040492,Central Park,"Under Tree, In Playground",2,M,"E Wheelchair Child, Under Tree, In Playground",722,591,567.19482256
0101000020E61000005C8F64FC897452C0A2D29B2BDE584440,744,A,2018-02-18 00:00:00+00,Q129-DF0579,Active,Q129,Q129,1991,Q-09,no,100039341,"Phil ""Scooter"" Rizzuto Park",Out in Open,1,Q,"A, Out in Open",723,2989,316.16604692
0101000020E61000008F68E86ACC7052C0692CAAD67C544440,745,D,2018-02-28 00:00:00+00,Q107-DF0671,Active,Q107,Q107,2261,Q-13,no,100039602,Springfield Park,Just Outside Playground,1,Q,"D, Just Outside Playground",724,1172,676.66283424
0101000020E6100000DAA9DF3E307C52C006807F2E6B6C4440,746,A,2018-03-01 00:00:00+00,M099-DF0229,Active,M099,M099,2329,M-12,yes,100039737,J. Hood Wright Park,Near Ballfield,1,M,"A, Near Ballfield",725,458,233.85894492
0101000020E6100000602031303B7E52C075C6C964C9574440,747,E Wheelchair,2018-02-12 00:00:00+00,B026-DF0717,Active,B026,B026,1731,B-02,yes,100039115,Cuyler Gore Park,"In Playground, Under Tree",1,B,"E Wheelchair, In Playground, Under Tree",726,3108,302.67078382
0101000020E6100000DCFCE65B038152C0501E3C86A95A4440,748,Other,2018-02-27 00:00:00+00,-DF0202,Active,,,2246,M-01,yes,,Battery Park City Parks,"Under Tree, Near Ballfield, In Playground",1,M,"Other, Under Tree, Near Ballfield, In Playground",727,457,192.3992942
0101000020E61000004BE1AC27107D52C0A9EBC496F3524440,749,C,2018-01-20 00:00:00+00,B392-DF0276,Active,B392,B392,322,B-17,no,100037785,Lott Park,Out in Open,1,B,"C, Out in Open",728,2396,187.77909154
0101000020E610000047C9B15C967C52C0F71511F305694440,750,A,2018-04-23 00:00:00+00,M077-DF0481,Active,M077,M077,2678,M-09,yes,100040013,St. Nicholas Park,"Just Outside Playground, Near Ballfield, Under Tree",1,M,"A, Just Outside Playground, Near Ballfield, Under Tree",729,2983,229.98316505
0101000020E61000007A2B733BB67252C05AA5E0D18B5D4440,751,C,2018-02-02 00:00:00+00,Q294-DF0368,Active,Q294,Q294,1246,Q-08,no,100038662,Utopia Playground,"Under Tree, In Playground",1,Q,"C, Under Tree, In Playground",730,2043,642.04093243
0101000020E61000006F2ABDEB637F52C04A200E9F225E4440,752,B,2018-02-20 00:00:00+00,M089-DF0101,Active,M089,M089,2039,M-05,yes,100039488,Union Square Park,"Under Tree, In Shade",1,M,"B, Under Tree, In Shade",731,2138,93.10247136
0101000020E610000008E13AA9A57C52C0098ACD5DB7514440,753,C,2018-02-03 00:00:00+00,B250-DF0630,Active,B250,B250,1376,B-17,no,100038777,Nostrand Playground,"Out in Open, In Playground",1,B,"C, Out in Open, In Playground",732,3101,186.54813998
0101000020E610000036741B45788A52C0F72704B05E4F4440,754,C,2018-02-13 00:00:00+00,R114-DF0112,Active,R114,R114,1766,R-01,no,100039137,Jennifer's Playground,Under Tree,1,R,"C, Under Tree",733,1287,883.54993351
0101000020E6100000484785D70C7B52C0B616E0A8A45F4440,755,A,2018-01-26 00:00:00+00,Q340-DF0090,Active,Q340,Q340,679,Q-02,no,100038026,Torsney Playground,"Under Tree, In Playground",1,Q,"A, Under Tree, In Playground",734,1671,291.25276855
0101000020E6100000AD10E7E9987C52C05A2C597AC9644440,756,D,2018-05-01 00:00:00+00,M215-DF0520,Active,M215,M215,2746,M-11,yes,100040163,Cherry Tree Park,"Near Ballfield, Just Outside Playground",1,M,"D, Near Ballfield, Just Outside Playground",735,2284,157.95712845
0101000020E6100000538998A8437E52C0B49001F696634440,757,E Wheelchair Dog,2018-06-13 00:00:00+00,M010-DF0588,Active,M010,M010,2878,M-13,yes,100040220,Central Park,"Out in Open, Under Tree",1,M,"E Wheelchair Dog, Out in Open, Under Tree",736,2617,153.89583762
0101000020E6100000B18438E70A7652C0DEB85B14FD634440,758,A,2018-02-27 00:00:00+00,Q011-DF0652,Active,Q011,Q011,2202,Q-07,no,100039642,Poppenhusen Playground,"Out in Open, Just Outside Playground",1,Q,"A, Out in Open, Just Outside Playground",737,2181,302.59742022
0101000020E610000065D42C542B7752C01483FF4CD25F4440,759,C,2018-01-30 00:00:00+00,Q026-DF0145,Active,Q026,Q026,942,Q-04,no,100038339,Park Of The Americas,Near Ballfield,1,Q,"C, Near Ballfield",738,164,113.29586833
0101000020E6100000B6D6DFC0207A52C07F98CE1CF6554440,760,A,2018-01-15 00:00:00+00,B260-DF0174,Active,B260,B260,184,B-16,yes,100037548,Howard Playground,"Under Tree, In Shade",1,B,"A, Under Tree, In Shade",739,1976,166.54373897
0101000020E6100000525B3FFBE37C52C06F2F7A4458694440,761,D,2018-04-23 00:00:00+00,M041-DF0495,Active,M041,M041,2692,M-09,no,100040009,Alexander Hamilton Playground,"Under Tree, In Playground, Near Ballfield",1,M,"D, Under Tree, In Playground, Near Ballfield",740,2416,170.47332795
0101000020E6100000535AD8D6CA7A52C0E006F752F7584440,762,Other,2018-01-12 00:00:00+00,B139-DF0065,Active,B139,B139,75,B-04,no,100037457,Heckscher Playground,Just Outside Playground,1,B,"Other, Just Outside Playground",741,1632,70.07571486
0101000020E6100000AF7F0029CE7D52C05F84BFFC99564440,763,C,2018-01-25 00:00:00+00,B161-DF0456,Active,B161,B161,633,B-08,yes,100038057,Underhill Playground,"Under Tree, In Playground",1,B,"C, Under Tree, In Playground",742,1896,292.16081919
0101000020E610000057DFF6C25A7F52C0974E2F2AB4584440,764,Other,2018-02-25 00:00:00+00,B113C-DF0803,Active,B113C,B113C,2145,B-02,no,100039518,Korean War Veterans Plaza,Out in Open,1,B,"Other, Out in Open",743,2049,321.33595244
0101000020E6100000AC742F8C417D52C053532FF449614440,765,F Dog,2018-06-11 00:00:00+00,M108Q1-DF0638,Active,M108Q1,M108Q1,3052,M-15,yes,100040472,Andrew Haswell Green Park,In Shade,1,M,"F Dog, In Shade",745,1925,109.35465327
0101000020E610000072A1536B187C52C013B6216527684440,766,A,2018-05-09 00:00:00+00,M217-DF0545,Active,M217,M217,2794,M-10,yes,100040176,Howard Bennett Playground,"In Playground, Near Ballfield, Under Tree",1,M,"A, In Playground, Near Ballfield, Under Tree",746,55,217.07675509
0101000020E610000067295C97FB7852C0631DDB55586E4440,767,A,2018-02-13 00:00:00+00,X042-DF0218,Active,X042,X042,975,X-06,no,100038375,Rose Hill Park,"Under Tree, Out in Open",1,X,"A, Under Tree, Out in Open",747,2740,120.62413953
0101000020E6100000A7584DB26F7C52C01DAC8EC7C05A4440,768,C,2018-01-26 00:00:00+00,B127-DF0461,Active,B127,B127,681,B-01,no,100038055,Martinez Playground,"Near Ballfield, Just Outside Playground",1,B,"C, Near Ballfield, Just Outside Playground",748,1143,450.51549555
