the_geom,cartodb_id,objectid,angle,site_id,status,type,street,xstreet1,xstreet2,side,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E610000070E22B6D587152C0F111E5E9B9614440,577,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,563,721,1959.46096053
0101000020E610000090468A84D07C52C0B491B95E8D594440,578,475,171.4,NR-034,Installed,Type B,Marcy Avenue,Flushing Avenue,Ellery Street,W,564,170,540.88835783
0101000020E6100000488888805A7D52C0A66F653E46534440,579,523,168.62,NR-082,Installed,Type B,Flatbush Avenue,Church Avenue,Martense Street,E,565,189,272.94903744
0101000020E61000005F49EFC08F8052C0A2E034831F5A4440,580,1163,228.68,HTM-037,Installed,Heritage Trail Marker,Water Street,Old Slip,,E,566,384,46.93618536
0101000020E61000007069B289007D52C0780DE3A857634440,581,1664,29,UE-019,Installed,Type B,2 Avenue,E 83 Street,E 84 Street,W,567,557,50.61427275
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,582,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,568,518,130.80526479
0101000020E6100000A7FBB8B4957952C0CFD0EB09AC594440,583,1019,90,RD-003,Installed,Type B,Myrtle Avenue,Forest Avenue,71 Avenue,N,569,316,1341.27406205
0101000020E61000004577828FFA7D52C06398438F43664440,584,3063,28.15,UW-053,Installed,Type B,Broadway,W 103 Street,W 102 Street,E,570,758,399.4685056
0101000020E6100000EE904458047D52C01C4BDDC434574440,585,10,351.35,B44-006,Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E,571,9,204.17881351
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,586,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,572,539,1731.52302916
0101000020E61000007C867A191E7C52C0A8EEF3FC9F6B4440,587,1217,119,UM-035,Installed,Type B,W 168 Street,St. Nicholas Avenue,Audubon Avenue,N,573,422,86.73477345
0101000020E61000005C873DD4877B52C0B6986B25556E4440,588,3787,14,UM-171,Pending Sign,Type B,Broadway,Sherman Avenue,W 196 Street,W,574,860,138.19187992
0101000020E61000005B844A39657B52C098C5877F23504440,589,3103,229.65,B82-031,Pending Sign,Type D,Flatlands Avenue,Utica Avenue,E 49 Street,N,575,781,22.34122509
0101000020E610000034DB3C578A7B52C0C57195A079534440,590,1437,176.5,B46-018,Pending Sign,Type D,Utica Avenue,Church Avenue,Linden Boulevard,E,576,498,892.79776401
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,591,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,577,265,831.18287433
0101000020E6100000CEA664E5237E52C0B919D31D63564440,592,1,151,HB-012,Installed,Type B,Flatbush Avenue,Plaza Street West,Grand Army Plaza,W,578,1,616.11044649
0101000020E6100000E892BA3A347052C068DD2A39364D4440,593,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,579,300,24.46291825
0101000020E61000009E0D8978107C52C07A835F8EE9654440,594,727,209,M15-022,Installed,Type D,2 Avenue,E 115 Street,E 114 Street,W,580,224,283.45455919
0101000020E61000007A40967E947F52C0FED519B8235F4440,595,1845,299,M23-011,Installed,Type D,W 23 Street,6 Avenue,7 Avenue,N,581,595,216.14779381
0101000020E610000077D3D3FCA27952C0CD5AAA38916C4440,596,791,23,X41-006,Pending Sign,Type D,Webster Avenue,E Tremont Avenue,E 178 Street,E,582,247,65.45683742
0101000020E6100000667B6850FF7B52C0BA5BF7482F6D4440,597,1202,13.09,UM-021,Installed,Type B,Fort Washington Avenue,W 185 Street,W 183 Street,E,583,414,184.14103908
0101000020E610000077A33FA1877B52C08A782D262C584440,598,1428,351.4,B46-024,Installed,Type D,Malcolm X Boulevard,Gates Avenue,Quincy Street,E,584,490,922.47128553
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,599,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,585,519,1447.87058712
0101000020E61000002B9C529B5A8252C099A27E96CC514440,600,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,586,730,2274.00576771
0101000020E6100000AE7332F5537C52C04DBA51E6666A4440,601,2127,119,X6-005,Installed,Type D,W 155 Street,Amsterdam Avenue,St. Nicholas Avenue,S,588,620,195.8310352
0101000020E610000070E22B6D587152C0F111E5E9B9614440,602,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,589,721,2812.88460379
0101000020E6100000296E7E8E207C52C081627B9A816C4440,603,1204,16.95,UM-023,Installed,Type B,Fort Washington Avenue,W 177 Street,W 176 Street,E,590,416,180.78060174
0101000020E610000090468A84D07C52C0B491B95E8D594440,604,475,171.4,NR-034,Installed,Type B,Marcy Avenue,Flushing Avenue,Ellery Street,W,591,170,605.80691614
0101000020E61000004A7B5176CB7652C00AA935BB33604440,605,3034,68.39,CO-024,Installed,Type B,Roosevelt Avenue,111 Street,108 Street,N,593,748,192.91278195
0101000020E610000070E22B6D587152C0F111E5E9B9614440,606,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,594,721,2284.5942046
0101000020E6100000FB5128AD177E52C0307B5DBDC7524440,607,521,62.38,NR-080,Installed,Type B,Church Avenue,E 10 Street,Stratford Road,N,595,187,483.07042793
0101000020E6100000CD8D46A7A07C52C06E229CF15E644440,608,1670,29,UE-025,Installed,Type B,2 Avenue,E 96 Street,E 95 Street,W,596,563,75.50391968
0101000020E6100000A14B898EB27E52C02189BD9F56524440,609,2112,172.08,FB-010,Installed,Type B,McDonald Avenue,Church Avenue,Albemarle Road,W,597,616,78.84642442
0101000020E6100000296E7E8E207C52C081627B9A816C4440,610,1204,16.95,UM-023,Installed,Type B,Fort Washington Avenue,W 177 Street,W 176 Street,E,598,416,180.78060174
0101000020E6100000364179A0A97E52C070F707CF2B5B4440,611,3032,85.09,LM-231,Installed,Type B,Cherry Street,Jackson Street,FDR Drive,S,599,746,409.39334128
0101000020E610000071D942B38D7F52C0FD1DE0637D5C4440,612,1859,15.62,LM-184,Installed,Type B,Bowery,Prince Street,Stanton Street,E,600,602,414.86994402
0101000020E6100000D7BD2C518E7F52C05202B9B407614440,613,3294,209,MT-231,Pending Sign,Type B,9 Avenue,W 41 Street,W 42 Street,W,601,837,266.85100483
0101000020E6100000E351A4CFC98052C05AC90B6CB35A4440,614,1147,27,HTM-006,Installed,Heritage Trail Marker,Trinity Place,Thames Street,Rector Street,N,669,373,31.50219089
0101000020E6100000BD81FFD1FA7E52C0782C59A1865B4440,615,1861,111.4,LM-186,Installed,Type B,Grand Street,Samuel Dickstein Plaza,East Broadway,S,602,604,153.31645675
0101000020E6100000F6881A4A3E7452C056E49A23C3594440,616,2378,156.36,JM-033,Installed,Type B,Van Wyck Expressway,89 Avenue,91 Avenue,W,603,638,748.0390858
0101000020E61000007A40967E947F52C0FED519B8235F4440,617,1845,299,M23-011,Installed,Type D,W 23 Street,6 Avenue,7 Avenue,N,604,595,73.79919625
0101000020E6100000E9ABC3324F7452C0B0107A0EEB594440,618,2377,89.5,JM-032,Installed,Type B,Jamaica Avenue,Metropolitan Avenue,Van Wyck Expressway,N,605,637,1255.54067274
0101000020E61000001DE67C0DD87E52C01A6B1DB708634440,619,3196,120,UW-064,Installed,Type B,W 66 Street,Columbus Ave,Broadway,S,606,811,403.3904637
0101000020E6100000D3DDE98AD17F52C0F2D2F011695E4440,620,3140,299,M14-009,Pending Sign,Type D,W 14 Street,6 Avenue,7 Avenue,N,607,800,347.77338284
0101000020E610000090468A84D07C52C0B491B95E8D594440,621,475,171.4,NR-034,Installed,Type B,Marcy Avenue,Flushing Avenue,Ellery Street,W,608,170,735.60873303
0101000020E61000001FCAB010607952C01111B773895F4440,622,2101,82,WO-007,Installed,Type B,Roosevelt Avenue,69 Street,39 Avenue,N,609,614,749.8145682
0101000020E610000071D942B38D7F52C0FD1DE0637D5C4440,623,1859,15.62,LM-184,Installed,Type B,Bowery,Prince Street,Stanton Street,E,610,602,118.65227078
0101000020E6100000F6309C41B97A52C0530DDE5370684440,624,950,118.64,SX-008,Installed,Type B,E 149 Street,3 Avenue,Bergen Avenue,S,611,296,605.57058158
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,625,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,612,265,920.32832131
0101000020E61000002846BD09087952C0D9FE18BE03694440,626,2149,135.58,X6-024,Installed,Type D,Hunts Point Avenue,Bruckner Boulevard,Southern Boulevard,W,613,627,10.96363292
0101000020E610000039243B8FB77952C0B4E0CD919C524440,627,3095,49.51,B82-017,Installed,Type D,Glenwood Road,Rockaway Parkway,E 98 Street,S,615,773,286.34009873
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,628,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,616,518,2265.15218371
0101000020E610000022801C9C117F52C03425C238AA5F4440,629,147,29,TFP-017,Installed,Type A,5 Avenue,W 32 Street,W 33 Street,W,617,86,171.29296043
0101000020E610000018C7F067DB7952C08DB52A93A7594440,630,1870,81.5,RD-005,Installed,Type B,Myrtle Avenue,Seneca Avenue,Catalpa Avenue,N,618,611,1201.51290323
0101000020E61000002E6CCFAB9B7852C03CFF021248534440,631,3088,331.77,B82-024,Installed,Type D,Pennsylvania Avenue,Vandalia Avenue,Delmar Loop,E,619,769,165.13254644
0101000020E61000001C2CD252E77852C04C492092CD684440,632,2168,332.4,X6-042,Installed,Type D,Hunts Point Avenue,Seneca Avenue,Garrison Avenue,E,620,629,13.85620974
0101000020E6100000A416589DEE7B52C013158FFFF65F4440,633,78,35,LI-023,Installed,Type B,Queens Plaza East,Queens Plaza North,Queens Plaza,W,621,47,466.50088269
0101000020E61000002E64E2CF6F7D52C0FEF1DEF1FC494440,634,2609,74.32,CI-018,Installed,Type B,Brighton Beach Avenue,Coney Island Avenue,Brighton 7 Street,N,622,658,166.67248857
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,635,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,623,539,167.32533342
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,636,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,624,539,3586.91074945
0101000020E6100000F2D3E6CB117552C0286B2EDE7E4A4440,637,2892,69.14,QWH-030,Installed,Type D,Rockaway Beach Boulevard,Beach 108 Street,Beach 105 Street,S,625,699,65.85625512
0101000020E610000070E22B6D587152C0F111E5E9B9614440,638,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,626,721,1326.40194315
0101000020E61000005732921D0B7652C0D53FBB330F574440,639,2929,344.83,QWH-045,Installed,Type D,Cross Bay Boulevard,Liberty Avenue,108 Avenue,E,627,723,1090.8303461
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,640,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,628,89,16.92299939
0101000020E61000004902A0E73C7E52C01BBF85EC544D4440,641,3080,97.5,B82-006,Installed,Type D,Kings Highway,McDonald Avenue,Dahill Road,S,629,764,1328.52787388
0101000020E6100000FDBA5CA78D7C52C038A329EE71674440,642,817,299,M60-028,Installed,Type D,W 125 Street,Lenox Avenue,Adam Clayton Powell Boulevard,N,630,261,95.88620371
0101000020E610000038F3E92E587A52C0C1C0128AF16B4440,643,1466,14.3,SX-063,Pending Sign,Type B,Grand Concourse,Mount Eden Parkway,E 173 Street,E,631,514,732.11315276
0101000020E6100000EE6802FF728052C0F4CEE17B475A4440,644,738,47.49,M15-002,Installed,Type D,Water Street,Wall Street,Pine Street,S,632,232,61.87627094
0101000020E6100000283166283A7D52C013C8FFC146564440,645,19,15,BCM-047,Installed,Type B,Franklin Avenue,Park Place,Sterling Place,E,633,15,255.77158311
0101000020E6100000AE7332F5537C52C04DBA51E6666A4440,646,2127,119,X6-005,Installed,Type D,W 155 Street,Amsterdam Avenue,St. Nicholas Avenue,S,634,620,235.84704575
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,647,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,635,518,573.38389008
0101000020E61000009B594B59CB7C52C0961CDE4CAF664440,648,1247,119,UM-065,Installed,Type B,W 116 Street,Lenox Avenue,"Adam Clayton Powell, Jr. Boulevard",N,636,434,176.08844201
0101000020E6100000B85E9A1FAE8552C0604034EDC6524440,649,1800,48.84,NS-027,Installed,Type B,Richmond Terrace,Jersey Street,Westervelt Avenue,S,637,576,921.07968424
0101000020E610000090CA55F8317C52C041154DDF0C4C4440,650,173,351.75,B44-024,Installed,Type D,Nostrand Avenue,Avenue X,Avenue W,E,638,101,663.69613419
0101000020E6100000AFDA0EC7C97552C075728DF2C4544440,651,2933,349.78,QWH-043,Installed,Type D,Cross Bay Boulevard,157 Avenue,158 Avenue,E,639,726,15.59655251
0101000020E6100000E73E1BA6807E52C0D162A1B372504440,652,2118,170.93,MW-002,Installed,Type B,McDonald Avenue,Parkville Avenue,Lawrence Avenue,E,640,618,996.50949915
0101000020E610000076618CAD867852C0DB24A51549554440,653,1018,79.44,EB-001,Installed,Type B,Livonia Avenue,Ashford Street,Warwick Street,S,641,315,877.26862962
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,654,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,642,517,1963.97644592
0101000020E610000047FDF21C7A7B52C039D40A2B86574440,655,1448,171.4,B46-003,Installed,Type D,Malcolm X Boulevard,Halsey Street,Macon Street,W,643,509,139.15602278
0101000020E61000005F76DBD5927D52C074C020D6CA544440,656,43,151,HB-025,Installed,Type B,Flatbush Avenue,Ocean Avenue,Lefferts Avenue,W,644,25,24.31635643
0101000020E61000005B317DBB937A52C03DA06894446F4440,657,1188,29,UM-006,Installed,Type B,10 Avenue,W 215 Street,W 214 Street,E,645,402,171.48509826
0101000020E61000002B9C529B5A8252C099A27E96CC514440,658,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,646,730,978.24167973
0101000020E6100000E9ABC3324F7452C0B0107A0EEB594440,659,2377,89.5,JM-032,Installed,Type B,Jamaica Avenue,Metropolitan Avenue,Van Wyck Expressway,N,647,637,1259.3144925
0101000020E610000029BEBFC6C87E52C052B51669A4494440,660,1817,174.54,CI-010,Installed,Type B,Stillwell Avenue,Surf Avenue,Bowery,E,648,582,31.27576612
0101000020E61000002DFB9D64E07A52C040E66F8ABA694440,661,2137,113.24,X6-012,Installed,Type D,E 161 Street,Sherman Avenue,Concourse Village East,S,649,622,37.42736187
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,662,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,650,89,16.92299939
0101000020E6100000E409972A797E52C0151FE411EE634440,663,3227,118.73,UW-069,Installed,Type B,W 77 Street,Columbus Avenue,Central Park West,N,651,826,61.34383792
0101000020E61000004EC9E48D557F52C0142B5097954D4440,664,3125,218.4,B82-040,Pending Sign,Type D,Bay Parkway,79 Street,78 Street,W,652,792,542.50648913
0101000020E61000008D4AE8410B7C52C050619601C24A4440,665,175,267.19,B44-026,Installed,Type D,Emmons Avenue,Nostrand Avenue,Haring Street,N,653,102,52.56802481
0101000020E610000098BC0FC0158552C034A62158F74F4440,666,1791,67.59,NS-018,Installed,Type B,Broad Street,Tompkins Avenue,Quinn Street,N,654,573,991.22009611
0101000020E6100000EE6802FF728052C0F4CEE17B475A4440,667,738,47.49,M15-002,Installed,Type D,Water Street,Wall Street,Pine Street,S,655,232,57.46197918
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,668,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,656,539,3586.91074945
0101000020E610000098E61C46647F52C0AE54266419594440,669,1652,92.78,DB-043,Installed,Type B,Tillary Street,Cadman Plaza East,Cadman Plaza West,S,657,554,323.41032137
0101000020E61000000C19E6AF317552C0EF64F416C64A4440,670,2946,158,RW-014,Installed,Custom,Beach Channel Drive,Beach 108 Street,Rockaway Freeway,N,658,729,697.04684132
0101000020E610000070E22B6D587152C0F111E5E9B9614440,671,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,659,721,4050.06783282
0101000020E61000008535CF27737752C01B477AB851704440,672,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,660,442,43.89590401
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,673,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,661,519,3737.83116079
0101000020E6100000D5339BE2EA7B52C03301BD33FD684440,674,1254,29,UM-071,Installed,Type B,Lenox Avenue,W 145 Street,W 143 Street,E,662,437,391.35308227
0101000020E6100000E892BA3A347052C068DD2A39364D4440,675,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,663,300,24.46291825
0101000020E6100000861C0EC8447E52C0AE56B09778654440,676,1273,29,UW-012,Installed,Type B,Broadway,W 93 Street,W 94 Street,E,664,444,214.43917273
0101000020E610000037F76887B68052C060C65BF3B45B4440,677,694,120.18,LM-098,Installed,Type B,Chambers Street,Greenwich Street,West Street,N,665,213,92.57541122
0101000020E6100000AEB6855BD67C52C03E31DF2F87554440,678,504,4.04,NR-063,Installed,Type B,Nostrand Avenue,President Street,Union Street,E,666,180,259.4368449
0101000020E61000005A47CE34307752C0449B2139F95F4440,679,965,82.45,CO-001,Installed,Type C,Roosevelt Avenue,National Street,104 Street,S,667,301,36.07779377
0101000020E610000080C0AF18738752C0452C69C982504440,680,2696,91.26,NS-033,Installed,Type B,Forest Avenue,Broadway,Elizabeth Street,N,668,678,199.29212872
0101000020E61000004DC41035DE8052C07E10A63324574440,681,2950,44.83,SB-068,Installed,Custom,Red Hook Ferry Terminal,Clinton Wharf,,S,670,731,1088.15917965
0101000020E6100000B596FF32D17752C017FAAD1575564440,682,3540,258.83,EB-038,Pending Sign,Type B,Pitkin Avenue,Euclid Avenue,Doscher Street,N,671,849,1161.96564077
0101000020E6100000716D58D5C27852C0DF02ED67515F4440,683,2897,119,QWH-003,Installed,Type D,Broadway,78 Street,79 Street,S,672,700,773.54577144
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,684,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,673,518,2404.05716143
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,685,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,674,519,857.02440084
0101000020E61000002BF11FDCD07C52C0AA25384A25694440,686,3746,29,UM-161,Pending Sign,Type B,Amsterdam Avenue,W 139 Street,W 138 Street,E,675,856,283.10129384
0101000020E61000002B9C529B5A8252C099A27E96CC514440,687,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,676,730,2260.82291217
0101000020E610000034DB3C578A7B52C0C57195A079534440,688,1437,176.5,B46-018,Pending Sign,Type D,Utica Avenue,Church Avenue,Linden Boulevard,E,677,498,577.33661559
0101000020E61000005C82C02A307D52C0B14B21C6C9634440,689,972,119,UE-002,Pending Sign,Type B,E 86 Street,Lexington Avenue,Park Avenue,S,678,304,29.16017822
0101000020E6100000E892BA3A347052C068DD2A39364D4440,690,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,679,300,804.01758849
0101000020E6100000EE904458047D52C01C4BDDC434574440,691,10,351.35,B44-006,Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E,680,9,204.17881351
0101000020E6100000B75909AADF7D52C068A0EDC576574440,692,495,171.36,NR-054,Installed,Type B,Clinton Avenue,Fulton Street,Atlantic Avenue,E,681,174,73.82217032
0101000020E61000005FC4EBF6BC7D52C0A49B5DF967574440,693,496,171.28,NR-055,Installed,Type B,Washington Avenue,Fulton Street,Atlantic Avenue,E,682,175,246.37943922
0101000020E6100000CF7BA254667C52C0D4407C11155B4440,694,1306,82.85,GW-013,Installed,Type B,Grand Street,Graham Avenue,Humboldt Street,S,684,451,301.0808419
0101000020E61000001C2CD252E77852C04C492092CD684440,695,2168,332.4,X6-042,Installed,Type D,Hunts Point Avenue,Seneca Avenue,Garrison Avenue,E,685,629,176.61460561
0101000020E61000002F13F4570A7D52C0FF26BF86E8544440,696,15,355.5,B44-010,Installed,Type D,Rogers Avenue,Empire Boulevard,Sterling Street,E,686,13,57.47486218
0101000020E6100000E892BA3A347052C068DD2A39364D4440,697,959,10,RW-001,Installed,Type B,Beach 20 Street,Cornaga Avenue,Mott Avenue,W,687,300,24.46291825
0101000020E6100000488888805A7D52C0A66F653E46534440,698,523,168.62,NR-082,Installed,Type B,Flatbush Avenue,Church Avenue,Martense Street,E,688,189,316.64516987
0101000020E6100000DF3D2964A57752C0822B9005ED5F4440,699,2107,157,CO-011,Installed,Type B,Junction Boulevard,Roosevelt Avenue,38 Avenue,E,689,615,485.91105829
0101000020E61000005A47CE34307752C0449B2139F95F4440,700,965,82.45,CO-001,Installed,Type C,Roosevelt Avenue,National Street,104 Street,S,690,301,36.07779377
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,701,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,691,89,16.92299939
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,702,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,692,265,659.82799946
0101000020E61000009EC0DA2F1D8052C0B6A35E3AA0584440,703,2951,109.77,SB-069,Installed,Custom,BBP Pier 6,,,E,693,732,455.55344931
